Number,Gender,Title,GivenName,Surname,StreetAddress,City,State,StateFull,ZipCode,CountryFull,EmailAddress,TelephoneNumber,TelephoneCountryCode,Birthday,NationalID,Occupation,Company,GUID
9370,female,Ms.,Sara,Cooke,"14 Blyth Street",ANULA,NT,"Northern Territory",0812,Australia,SaraCooke@teleworm.us,"(08) 8957 4684",61,1/2/1976,,"Electric line worker","Crown Books",62b94126-9da8-4dea-80d7-703c12fe25c0
9371,female,Ms.,Kiara,McMorran,"3 Endeavour Drive","VENUS BAY",SA,"South Australia",5607,Australia,KiaraMcMorran@superrito.com,"(08) 8799 8356",61,1/13/1987,,"Furnace, kiln, oven, drier, and kettle tender",Netaid,5a6f05b8-e3c1-4fec-8022-37fdc36eaf4c
9372,female,Ms.,Phoebe,Oldaker,"37 Oriana Street","HAMLYN TERRACE",NSW,"New South Wales",2259,Australia,PhoebeOldaker@einrot.com,"(02) 9656 1413",61,7/12/1994,,"Production manager",Heilig-Meyers,c19bf6cc-e007-43b2-8154-829c0de8d3d4
9373,female,Dr.,Sofia,Denham,"94 Normans Road","WANDO VALE",VIC,Victoria,3312,Australia,SofiaDenham@teleworm.us,"(03) 5352 6688",61,3/3/1951,,Gerontologist,"Ideal Garden Management",33bb033b-75ec-42c5-a366-805b18b549b6
9374,female,Ms.,Milla,Collin,"45 Oak Street",HARWOOD,NSW,"New South Wales",2465,Australia,MillaCollin@dayrep.com,"(02) 6723 8761",61,7/28/1953,,"General maintenance and repair worker","Trak Auto",47af892b-37df-4380-b30a-d63634a53217
9375,female,Mrs.,Evie,Clemes,"1 McPherson Road","RED BLUFF",VIC,Victoria,3695,Australia,EvieClemes@dayrep.com,"(03) 5346 9658",61,7/11/1990,,"Textile knitting and weaving machine tender","Penn Fruit",61b980e5-92b1-47b1-9995-e81c477ef1b4
9376,female,Mrs.,Bethany,Heron,"78 Souttar Terrace",HEATHRIDGE,WA,"Western Australia",6027,Australia,BethanyHeron@armyspy.com,"(08) 9276 1885",61,7/23/1941,,"Employee welfare manager","American Appliance",74a436e5-92ea-4b8f-b862-d5143b80de1b
9377,male,Mr.,Jaxon,Orchard,"38 Florabunda Lane","CAMDEN SOUTH",NSW,"New South Wales",2570,Australia,JaxonOrchard@teleworm.us,"(02) 4609 8321",61,12/22/1946,,"Child protective services social worker","Brooks Fashions",6f4d8fe4-1a30-4480-92c7-b9bd734b8b46
9378,female,Ms.,Sophia,Jose,"49 Burnley Street","PAGES FLAT",SA,"South Australia",5172,Australia,SophiaJose@rhyta.com,"(08) 8261 8302",61,4/3/2000,,"Cutting and slicing machine operator","Reliable Guidance",0dddf02f-e9ac-48e2-aa3b-f4c88c04d815
9379,female,Mrs.,Kate,Ewing,"31 Beach Street","BLUE ROCKS",TAS,Tasmania,7255,Australia,KateEwing@cuvox.de,"(03) 6254 2965",61,11/13/1937,,"Cutting and slicing machine operator","Destiny Realty",47846817-c0b3-4c1c-baf3-d7b1123d5504
9380,male,Mr.,Jai,Burge,"21 Acheron Road",HIAMDALE,VIC,Victoria,3847,Australia,JaiBurge@jourrapide.com,"(03) 5398 6139",61,7/23/1948,,"Electronic equipment installer","Wealthy Ideas",2aaee57a-071c-4aaa-a43f-68ff1a5d80f6
9381,female,Ms.,Matilda,Gregory,"82 Spring Creek Road",FERNDALE,VIC,Victoria,3821,Australia,MatildaGregory@superrito.com,"(03) 5325 2784",61,7/4/1947,,"Data input clerk","Builders Square",66f293a8-4087-4550-97be-70dee1e747b1
9382,female,Mrs.,Rose,Ernest,"17 Lapko Road",JACKITUP,WA,"Western Australia",6335,Australia,RoseErnest@fleckens.hu,"(08) 9087 8407",61,10/8/1998,,"Engineering and natural sciences manager","Back To Basics Chiropractic Clinic",0ffaa1e6-28ef-4deb-a3cb-cd7641c85a95
9383,female,Ms.,Gemma,Curtin,"23 Bapaume Road",PRESTON,QLD,Queensland,4352,Australia,GemmaCurtin@rhyta.com,"(07) 4583 3914",61,12/1/1955,,"Enrollment specialist",Keeney's,63783469-9e93-4232-9a9e-273bf4dda9fc
9384,female,Mrs.,Isla,White,"47 Bayview Close",WALTERHALL,QLD,Queensland,4714,Australia,IslaWhite@gustr.com,"(07) 4916 6314",61,12/1/1940,,Applicator,"Food Giant",b431f92d-c743-4ced-a267-b0ec2c767026
9385,female,Ms.,Summer,Cockerill,"22 Aquatic Road","HAPPY VALLEY",NSW,"New South Wales",2430,Australia,SummerCockerill@dayrep.com,"(02) 4986 4706",61,7/27/1999,,"Food service manager","Monk Home Improvements",f9bffb1b-6157-4b9b-b353-3c54cf56150b
9386,female,Mrs.,Caitlyn,Monash,"35 Corny Court","FOWLERS BAY",SA,"South Australia",5690,Australia,CaitlynMonash@rhyta.com,"(08) 8723 2634",61,10/12/1992,,"Head hunter",Gallenkamp,2ce06f16-f4bb-4117-981d-05b228869fa4
9387,male,Mr.,Sean,Tindal,"42 Village Drive","WATTLE GROVE",NSW,"New South Wales",2173,Australia,SeanTindal@jourrapide.com,"(02) 4681 7218",61,12/1/1946,,"Technical trainer",Strawberries,9a18f3f3-bd47-49a7-bae3-f187300b773d
9388,male,Mr.,Mitchell,Feldt,"4 Brown Street","MIDDLE COVE",NSW,"New South Wales",2068,Australia,MitchellFeldt@gustr.com,"(02) 9877 3218",61,6/6/1977,,"Management assistant","Signa Air",fab09cf1-500d-4329-90e8-88c632f5e78d
9389,female,Ms.,Ebony,Skurrie,"25 Lewin Street","URANGELINE EAST",NSW,"New South Wales",2656,Australia,EbonySkurrie@cuvox.de,"(02) 6198 0038",61,12/13/2003,,"Automation and control technician","Johnson's General Stores",348dafd4-1100-4858-bf88-0a589b335f83
9390,female,Ms.,Rose,Piquet,"53 Hebbard Street","MOORABBIN EAST",VIC,Victoria,3189,Australia,RosePiquet@gustr.com,"(03) 9164 7703",61,12/28/1955,,Rodbuster,"Polk Brothers",148c10b4-27f0-4131-b36e-a99367302bed
9391,male,Mr.,Harry,Linger,"13 Bathurst Road",WIAGDON,NSW,"New South Wales",2795,Australia,HarryLinger@dayrep.com,"(02) 4030 3675",61,4/22/1984,,Pharmacist,"Express Merchant Service",b2260197-b83a-4e76-b04f-a2c00677abba
9392,male,Mr.,Levi,Bramston,"55 Ross Street",BROADBEACH,QLD,Queensland,4218,Australia,LeviBramston@einrot.com,"(07) 5644 4897",61,2/24/1937,,"Electronics engineer",Opti-Tek,6b4f788a-1ecb-44c9-901e-a582b9bb534e
9393,female,Ms.,Mariam,Ruatoka,"16 Sullivan Court","LAEN EAST",VIC,Victoria,3480,Australia,MariamRuatoka@dayrep.com,"(03) 5312 5077",61,5/8/1963,,"Recruitment consultant","The Network Chef",4a616a99-b266-41ba-8d87-47d5c6b6f218
9394,male,Mr.,Joseph,Dovey,"81 Walter Crescent",JERRARA,NSW,"New South Wales",2533,Australia,JosephDovey@fleckens.hu,"(02) 4299 6812",61,5/25/1937,,"Geriatric nurse","Mr. AG's",933b22f6-88b0-4416-8ec9-bfe4e4c49b4b
9395,male,Mr.,Andrew,Hays,"21 Meyer Road",STOCKWELL,SA,"South Australia",5355,Australia,AndrewHays@dayrep.com,"(08) 8317 5081",61,1/12/1948,,"Identification clerk",Awthentikz,38dcf80a-7dff-4c49-b18f-4fbfa921b981
9396,male,Mr.,Charles,Ramsay,"37 Hill Street","ACTON PARK",TAS,Tasmania,7170,Australia,CharlesRamsay@superrito.com,"(03) 6208 2587",61,11/25/1958,,"Religious activities and education director","S&W Cafeteria",1f664fdf-bee7-4747-953e-b29333ba3573
9397,male,Mr.,Jack,Gandon,"41 Sale-Heyfield Road",NERRENA,VIC,Victoria,3953,Australia,JackGandon@rhyta.com,"(03) 5330 7311",61,7/16/1952,,"Fire fighter","Chess King",7d3956ea-e4fe-4cf5-b727-6830b45254e7
9398,female,Ms.,Brooke,Spence,"32 Daly Terrace",BEDFORD,WA,"Western Australia",6052,Australia,BrookeSpence@einrot.com,"(08) 8341 8696",61,6/4/1956,,"Workforce development specialist","Shoe Kicks",d4416e28-da3d-456e-b4ac-3d2e573d1a20
9399,female,Ms.,Alicia,Bishop,"20 Halsey Road","BACK VALLEY",SA,"South Australia",5211,Australia,AliciaBishop@superrito.com,"(08) 8268 7518",61,3/3/1941,,"Meat cutter","Price Club",9f24d596-8f2f-4c25-b184-96d5a0f913a2
9400,male,Mr.,Jonathan,Burnage,"52 Seaview Court","SARINA RANGE",QLD,Queensland,4737,Australia,JonathanBurnage@cuvox.de,"(07) 4971 9584",61,3/5/1976,,"Literary interpreter","Deco Refreshments, Inc.",5a126ffc-858a-4eec-9a61-38dc6b7cc528
9401,female,Mrs.,Gabrielle,Thynne,"95 Shamrock Avenue",MERINGO,NSW,"New South Wales",2537,Australia,GabrielleThynne@teleworm.us,"(02) 4046 2988",61,9/20/1940,,Cartographer,"Rogers Food Stores",1fed6ba6-e822-4187-accc-86e38a4d5a99
9402,male,Mr.,Will,Howell,"16 Spencer Street","PEREGIAN SPRINGS",QLD,Queensland,4573,Australia,WillHowell@superrito.com,"(07) 5326 8438",61,3/12/1976,,"Mail handler","Showbiz Pizza Place",5933af0f-6207-4bab-8439-4d5daf2d024c
9403,male,Mr.,Rory,Portus,"74 Henley Beach Road","EAGLE ON THE HILL",SA,"South Australia",5150,Australia,RoryPortus@fleckens.hu,"(08) 8206 7502",61,1/27/1958,,"Mining and geological engineer","Endicott Johnson",4fc488e6-f69c-4d4b-adfe-e28f1266b908
9404,male,Mr.,Elijah,Mazure,"88 Bellion Drive","EAST NANNUP",WA,"Western Australia",6275,Australia,ElijahMazure@superrito.com,"(08) 9099 4064",61,8/27/1947,,"Rolling machine tender","Lawnscape Garden Maintenance",7728b6fa-8647-4809-a262-7d34ebbd6bbb
9405,male,Mr.,Zachary,Curtin,"28 Grandis Road",TOOROOKA,NSW,"New South Wales",2440,Australia,ZacharyCurtin@cuvox.de,"(02) 6738 3404",61,6/14/1987,,"Vascular technologist","Leo's Stereo",91cec5f7-1be0-428b-913e-fd5cbc0f52a9
9406,female,Mrs.,Natasha,Masters,"5 Adavale Road",TARALGA,NSW,"New South Wales",2580,Australia,NatashaMasters@dayrep.com,"(02) 6156 3532",61,10/11/2000,,"Teller supervisor","Garden Guru",b207d0a5-a41c-474c-8c0e-4ed4c1b77dce
9407,female,Mrs.,Jade,Proctor,"99 Wright Street",EUMUNDI,QLD,Queensland,4562,Australia,JadeProctor@jourrapide.com,"(07) 5308 6711",61,11/6/1969,,"EKG technician","Life Map Planners",a98f3905-0d56-45ae-aff4-dedec1ce3531
9408,female,Ms.,Samantha,Brodribb,"81 Reynolds Road",DOWNSFIELD,QLD,Queensland,4570,Australia,SamanthaBrodribb@armyspy.com,"(07) 5312 8997",61,1/14/2001,,"Independent agent","National Lumber",0609e0c3-c3c9-405d-b45f-e0e3c3b087ce
9409,male,Mr.,Jack,Coghlan,"89 Woolnough Road",SPRINGFIELD,SA,"South Australia",5062,Australia,JackCoghlan@fleckens.hu,"(08) 8390 4861",61,2/19/1947,,"Employee relations manager","Royal Gas",58bda3f0-b9a5-4de5-aa26-01608fc9b492
9410,female,Mrs.,Lilian,Richards,"71 Chester Street",BURRINGBAR,NSW,"New South Wales",2483,Australia,LilianRichards@jourrapide.com,"(02) 6739 2386",61,11/17/1988,,Composer,"Target Source",e4ac09cd-fc76-4834-974e-cda69e9bba4b
9411,female,Mrs.,Ella,Newson,"84 Mnimbah Road","TAYLORS BEACH",NSW,"New South Wales",2316,Australia,EllaNewson@gustr.com,"(02) 4935 3975",61,11/4/1950,,"Community health educator","Child World",20101039-9250-4345-983c-30ea1375bd1a
9412,female,Ms.,Rebecca,Freycinet,"50 Barnett Street",NATONE,TAS,Tasmania,7321,Australia,RebeccaFreycinet@cuvox.de,"(03) 6228 7825",61,6/25/1975,,Broker,"Success Is Yours",cb0876bb-aa44-410f-9f1c-09459ed53600
9413,female,Mrs.,Savannah,Whitehead,"76 Shaw Drive",DUNLUCE,VIC,Victoria,3472,Australia,SavannahWhitehead@superrito.com,"(03) 5353 0716",61,9/16/1956,,"Outside order clerk","Plan Smart Partner",051c5da4-68f6-44e1-b663-eed8b8e826b3
9414,male,Mr.,Austin,Levi,"44 Gralow Court",CREMORNE,QLD,Queensland,4740,Australia,AustinLevi@jourrapide.com,"(07) 4942 1962",61,11/3/1967,,"Reactor operator",Thalhimers,1924d766-6af6-485d-b9bb-8ba152417b2b
9415,male,Mr.,Christian,Cade,"65 Dalgarno Street",GUNNEMBENE,NSW,"New South Wales",2380,Australia,ChristianCade@cuvox.de,"(02) 6709 5711",61,5/1/1996,,"Emergency medical technician",Fireball,1b5dec20-36d3-42c4-bb6c-180c00e320b3
9416,male,Mr.,Leo,Molineux,"82 Quayside Vista",NARRABUNDAH,ACT,"Australian Capital Territory",2604,Australia,LeoMolineux@dayrep.com,"(02) 6135 4844",61,5/7/1956,,"Heating equipment technician","Formula Gray",5facdb6e-5b02-4fdc-baa1-1b981150288b
9417,male,Mr.,Connor,Milson,"20 Faunce Crescent",BEELBANGERA,NSW,"New South Wales",2680,Australia,ConnorMilson@einrot.com,"(02) 6144 8072",61,5/26/2001,,"Military officer","Friendly Advice",4a159b9c-531e-45e0-9006-76b638c709dc
9418,female,Mrs.,Georgia,Gant,"92 Todd Street",YALLABATHARRA,WA,"Western Australia",6535,Australia,GeorgiaGant@dayrep.com,"(08) 9039 1097",61,6/17/1990,,"Training specialist","Matrix Interior Design",43174a3b-94e7-4f4e-9154-d45f76af1a07
9419,female,Ms.,Scarlett,Willoughby,"28 Argyle Street",MAUDVILLE,NSW,"New South Wales",2422,Australia,ScarlettWilloughby@dayrep.com,"(02) 4906 0185",61,4/20/2003,,"Immunology technologist",Perisolution,e6bd74d5-e63a-4331-8a8e-bf69332c248c
9420,female,Ms.,Natalie,Hallstrom,"86 South Street","BLACKMANS BAY",TAS,Tasmania,7052,Australia,NatalieHallstrom@rhyta.com,"(03) 6241 5705",61,9/2/2000,,"News correspondent","Pergament Home Centers",386ec74e-cea2-424f-981a-5d809ad6e7e7
9421,male,Mr.,Henry,Watsford,"20 Ross Street",HOLLYWELL,QLD,Queensland,4216,Australia,HenryWatsford@dayrep.com,"(07) 5679 5536",61,7/26/1971,,"Armored car guard","Body Fate",5a0a510d-126a-427e-aea2-f96a6cb05ea9
9422,male,Mr.,Brodie,Coverdale,"48 Atkinson Way",BILINGURR,WA,"Western Australia",6725,Australia,BrodieCoverdale@dayrep.com,"(08) 9091 6370",61,5/22/1976,,"Medical technologist",Metro,ddfbb44b-a94f-4497-8a8f-0995d57a52e9
9423,female,Mrs.,Georgia,Sisley,"22 Banksia Court",TALDORA,QLD,Queensland,4823,Australia,GeorgiaSisley@gustr.com,"(07) 4074 5029",61,6/14/1987,,Arbitrator,"Prahject Planner",81c76bf0-a7b8-45f1-8fa3-76644b215725
9424,male,Mr.,Joseph,Toliman,"82 Purcell Place","CROWTHER ISLAND",NSW,"New South Wales",2460,Australia,JosephToliman@armyspy.com,"(02) 6712 9223",61,12/7/1973,,"Home appliance service technician","The Fox and Hound ",fdca9df9-2a89-44ee-8108-89024a72ffdc
9425,male,Mr.,Andrew,Cimitiere,"92 Gaggin Street","EAST SEAHAM",NSW,"New South Wales",2324,Australia,AndrewCimitiere@jourrapide.com,"(02) 4931 2096",61,11/23/2001,,"Passenger service agent","Coast to Coast Hardware",bad59847-6acf-4591-81a9-b825e5edf876
9426,male,Mr.,David,Prevost,"78 Atkinson Way",DJUGUN,WA,"Western Australia",6725,Australia,DavidPrevost@teleworm.us,"(08) 9029 4196",61,7/22/1953,,"ESOL teacher","Red Bears Tavern",2bff71d7-11eb-4b3e-b7f6-7eae38ec6879
9427,male,Mr.,Hamish,Lake,"84 Saggers Road",TINCURRIN,WA,"Western Australia",6361,Australia,HamishLake@cuvox.de,"(08) 9052 1169",61,6/10/1960,,"Machine tender","AM/PM Camp",f4a7abc4-8977-4761-85f7-a8b26eba9784
9428,male,Mr.,Zane,Schramm,"59 Devon Street",PETERHEAD,SA,"South Australia",5016,Australia,ZaneSchramm@teleworm.us,"(08) 8298 2212",61,6/15/1942,,"Recreation and parks director","Blockbuster Music",5a1e4511-86e3-45be-a229-df9de7504dcf
9429,male,Mr.,Alexander,Earle,"88 Jones Street",LIENA,TAS,Tasmania,7304,Australia,AlexanderEarle@einrot.com,"(03) 6202 7370",61,6/4/1939,,"Gaming manager","Britling Cafeterias",af680449-bae0-43cf-b55d-faef33e959a1
9430,male,Mr.,Mason,Leake,"67 Hunter Street","TOOWOOMBA BC",QLD,Queensland,4350,Australia,MasonLeake@einrot.com,"(07) 4559 7696",61,9/25/1961,,"Management assistant","Quality Merchant Services",08cf8ebf-697f-4e2d-aca7-e3fcc7bac4e9
9431,female,Mrs.,Chelsea,Peeler,"60 Frouds Road",HASTINGS,VIC,Victoria,3915,Australia,ChelseaPeeler@gustr.com,"(03) 9139 3905",61,7/21/1947,,"First responder","Hudson's MensWear",8133fd04-9bae-44c8-a1d7-3290052f2c01
9432,male,Mr.,Tyler,Tomholt,"56 Rupara Street","PARA HILLS WEST",SA,"South Australia",5096,Australia,TylerTomholt@rhyta.com,"(08) 8211 4747",61,10/15/1982,,"Meat cutter","Jack Lang",09455173-08f7-4944-b315-9da8e096e56b
9433,female,Mrs.,Laura,Shephard,"31 Horsington Street","FOREST HILL",VIC,Victoria,3131,Australia,LauraShephard@gustr.com,"(03) 9395 4637",61,7/26/1965,,"Health care translator","Magna Consulting",9a73d656-cc76-4d70-a326-81edce67ce03
9434,female,Mrs.,Stella,Macaulay,"33 Jacolite Street","GLEN FORREST",WA,"Western Australia",6071,Australia,StellaMacaulay@dayrep.com,"(08) 8364 3683",61,3/23/2001,,"Cutting, punching, and press machine operator",Intelacard,88bbc387-db6d-42dd-8dcf-fbcae3b51165
9435,male,Mr.,Isaac,Westall,"33 Mildura Street",SEYMOUR,TAS,Tasmania,7215,Australia,IsaacWestall@armyspy.com,"(03) 6281 0669",61,5/24/1954,,"Community outreach worker","Castro Convertibles",0984415d-e9a8-4eb0-92ee-e3085e73e530
9436,male,Mr.,John,Schnaars,"91 Marion St",WOOLNER,NT,"Northern Territory",0820,Australia,JohnSchnaars@superrito.com,"(08) 8957 8112",61,5/10/1947,,"Prison guard",Erlebacher's,cb96f4ad-bdff-48df-b479-20c72c353835
9437,female,Mrs.,Paige,Guilfoyle,"6 Parkes Road",DOCKLANDS,VIC,Victoria,3008,Australia,PaigeGuilfoyle@teleworm.us,"(03) 8453 5703",61,9/17/1975,,"Recruitment consultant","Laughner's Cafeteria",a330d6fa-4095-4227-be26-412946641ab2
9438,male,Mr.,Jordan,Townsend,"47 Thule Drive",HANSBOROUGH,SA,"South Australia",5374,Australia,JordanTownsend@armyspy.com,"(08) 8353 9451",61,6/26/1948,,"Sketch artist","Envirotecture Design Service",e1cd5c5c-b672-48c0-a2b5-0c12860e5db9
9439,female,Ms.,Isla,Lamond,"22 Junction St",BRASSI,NSW,"New South Wales",2710,Australia,IslaLamond@superrito.com,"(02) 6148 0379",61,5/26/1937,,"Occupational therapist","Forth & Towne",fe5b7543-7496-4a48-8169-baa5347ad424
9440,female,Ms.,Taylah,Plume,"8 Tanner Street","BUNDABERG CENTRAL",QLD,Queensland,4670,Australia,TaylahPlume@superrito.com,"(07) 3327 8837",61,7/8/1974,,"PBX installer","Millenia Life",0c41a10f-8f2b-4c80-96b8-d01858b7bef6
9441,male,Mr.,Oscar,Meston,"73 Timms Drive",KEARNS,NSW,"New South Wales",2558,Australia,OscarMeston@fleckens.hu,"(02) 4641 5373",61,3/4/1998,,"Consultant dietitian","Jewel Mart",5efa37b2-4240-4a82-8300-063fea50d06d
9442,male,Mr.,Ryan,Prowse,"70 Shannon Court",WALLOWAY,SA,"South Australia",5431,Australia,RyanProwse@superrito.com,"(08) 8782 6241",61,6/28/1991,,"Private investigator",ManPower,c6da41f0-5fb0-4ae4-9075-9b29fe671efc
9443,male,Mr.,Hudson,Greener,"35 Grandis Road",GLADSTONE,NSW,"New South Wales",2440,Australia,HudsonGreener@fleckens.hu,"(02) 6770 7248",61,6/15/1952,,"Dining room and cafeteria attendant","Erb Lumber",6667a3c9-ae38-4a51-9088-e7dac9034921
9444,female,Ms.,Amber,Toliman,"78 Mildura Street","NORWOOD AVENUE PO",TAS,Tasmania,7250,Australia,AmberToliman@einrot.com,"(03) 6252 1054",61,10/25/1944,,"Massage therapist","Newmark & Lewis",3d5d4601-3188-4416-9544-c1336aa88193
9445,male,Mr.,Luca,Nash,"2 Endeavour Drive",ULEY,SA,"South Australia",5607,Australia,LucaNash@dayrep.com,"(08) 8784 9488",61,8/6/1983,,"Systems software engineer",Fretter,34211fd4-eee0-42aa-b4c1-836a4b92fdfd
9446,male,Mr.,Archer,Leibius,"46 Henry Street",PORTARLINGTON,VIC,Victoria,3223,Australia,ArcherLeibius@superrito.com,"(03) 5321 8351",61,4/21/1941,,"Federal Bureau of Investigation agent","Bloom Brothers Furniture",efcbf717-2ea3-4b7c-81e1-4318f4f57c3e
9447,male,Mr.,Dominic,Abercrombie,"92 Boorie Road","HALY CREEK",QLD,Queensland,4610,Australia,DominicAbercrombie@einrot.com,"(07) 4544 9835",61,3/16/1949,,"Grief counselor","O.K. Fairbanks",3e90dbcf-fa76-423d-af0f-ed7f3291af5d
9448,male,Mr.,Jasper,Nesbit,"35 Benny Street",DON,TAS,Tasmania,7310,Australia,JasperNesbit@rhyta.com,"(03) 6287 6318",61,4/1/1976,,"Motorcycle mechanic","Planet Pizza",a7e1da27-1c00-422d-be1f-edd1ec940035
9449,female,Mrs.,Molly,Scratchley,"2 Bathurst Road",WATTON,NSW,"New South Wales",2795,Australia,MollyScratchley@superrito.com,"(02) 4014 8629",61,12/23/1993,,"Multiple machine tool operator","Wealthy Ideas",6a8d5e90-5ca9-403c-a000-a64d1bd784f5
9450,female,Mrs.,Sophia,Seccombe,"38 Crofts Road","BEMM RIVER",VIC,Victoria,3889,Australia,SophiaSeccombe@dayrep.com,"(03) 5374 7037",61,3/23/1996,,"Cutting and slicing machine tender","Elm Farm",2ac3a515-e1e0-4174-8a4a-ee32c250ec27
9451,male,Mr.,William,Hodgson,"97 Friar John Way","NORTH YUNDERUP",WA,"Western Australia",6208,Australia,WilliamHodgson@fleckens.hu,"(08) 9413 7804",61,7/4/1983,,"Securities analyst","Afforda Merchant Services",c7a3ddd6-2c15-4327-82e5-d306c7825730
9452,female,Mrs.,Chloe,Mountgarrett,"4 Cubbine Road","MOUNT CAROLINE",WA,"Western Australia",6410,Australia,ChloeMountgarrett@armyspy.com,"(08) 9047 9503",61,4/17/1951,,"Timber cutting and logging worker",Oshman's,5734d8e5-52f0-44ac-8965-7e21aa622deb
9453,female,Ms.,Erin,Angas,"5 Henry Street",ANAKIE,VIC,Victoria,3221,Australia,ErinAngas@einrot.com,"(03) 5371 3818",61,8/10/1990,,"Tamping equipment operator","Magna Wealth",ce857ac9-09e4-49bd-aad6-d9e921b2a645
9454,female,Ms.,Dakota,Sheahan,"6 Hereford Avenue",ROCKLEIGH,SA,"South Australia",5254,Australia,DakotaSheahan@dayrep.com,"(08) 8200 7241",61,11/22/1987,,"Analytical chemist",Janeville,883f21bc-8275-484a-9f03-ddd73e3670cc
9455,female,Ms.,Piper,Yabsley,"95 Badgery Road",KARABAR,NSW,"New South Wales",2620,Australia,PiperYabsley@teleworm.us,"(02) 6123 4710",61,3/15/1950,,Broker,Lechmere,27219773-f79c-4a1d-86fb-0ad387bff152
9456,male,Mr.,Aaron,Troup,"83 Woodlands Avenue",ANNANGROVE,NSW,"New South Wales",2156,Australia,AaronTroup@teleworm.us,"(02) 8215 1311",61,5/5/1985,,"Compensation, benefits, and job analysis specialist","A. L. Price",d447e6de-4607-4c87-bb7d-0e6b01fa4c0c
9457,female,Mrs.,Ebony,Nothling,"47 Feather Street",SAMSONVALE,QLD,Queensland,4520,Australia,EbonyNothling@jourrapide.com,"(07) 3618 4577",61,2/20/1944,,"Child protective services social worker",Jafco,5c79931d-2758-46d6-8228-0c22b7b7c49a
9458,female,Ms.,Rebecca,Grills,"59 Stanley Drive","NORTH GREGORY",QLD,Queensland,4800,Australia,RebeccaGrills@superrito.com,"(07) 4937 5834",61,4/21/1937,,Roofer,"Hughes Markets",d8a4dfd1-3b17-4988-bd9c-af0b026ccaa2
9459,female,Ms.,Scarlett,Massy-Greene,"4 Lapko Road",KENTDALE,WA,"Western Australia",6333,Australia,ScarlettMassy-Greene@jourrapide.com,"(08) 9096 5555",61,9/20/1999,,"Payroll secretary",Oshman's,fd115e70-fd93-426b-9bb6-83fbeb96ba01
9460,female,Ms.,Emma,Cawood,"80 Wynyard Street",MINJARY,NSW,"New South Wales",2720,Australia,EmmaCawood@jourrapide.com,"(02) 6103 7977",61,7/1/1991,,"Range scientist","Specialty Restaurant Group",4de44703-38a6-4698-9707-2db044a7d0ae
9461,male,Mr.,Brock,Snodgrass,"31 Woodlands Avenue","BELLA VISTA",NSW,"New South Wales",2153,Australia,BrockSnodgrass@jourrapide.com,"(02) 8905 8216",61,6/21/1960,,"Medical doctor",Janeville,d38fd308-ad1f-4ac5-97eb-491fa6a44ff9
9462,female,Dr.,Amber,McMorran,"50 Boland Drive",LEGUME,NSW,"New South Wales",2476,Australia,AmberMcMorran@jourrapide.com,"(02) 6718 0661",61,8/16/1985,,"Stock trader","The Sample",4e14ab33-920f-4027-9178-dac9567d0883
9463,female,Ms.,Bella,Gates,"28 Parkes Road","SOUTH KINGSVILLE",VIC,Victoria,3015,Australia,BellaGates@teleworm.us,"(03) 9068 9500",61,5/21/1971,,"Petroleum refinery operator","Linens 'n Things",448c91c0-05c1-43bf-9308-6418bbac4b37
9464,male,Mr.,Bailey,Ewers,"39 Little Myers Street","MOUNT DORAN",VIC,Victoria,3334,Australia,BaileyEwers@gustr.com,"(03) 5359 3508",61,11/4/1989,,"Grounds maintenance worker","Nan Duskin",ae379847-7038-416e-a167-c65e7299c70d
9465,female,Ms.,Layla,Paschke,"75 Tanner Street",ALLOWAY,QLD,Queensland,4670,Australia,LaylaPaschke@einrot.com,"(07) 3002 9759",61,2/21/1962,,Mineralogist,"Lee Wards",bf0581fb-de6e-40e6-a756-70cbb57608b4
9466,female,Ms.,Jessica,Fargher,"22 Adavale Road",ROSLYN,NSW,"New South Wales",2580,Australia,JessicaFargher@teleworm.us,"(02) 6105 2377",61,10/9/1985,,"Financial planner","Atlas Realty",34d71ab4-9135-4295-9ee2-f255efb0487e
